title,studio,domestic_gross,foreign_gross,year,total_gross,title_clean,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,movie_id,averagerating,numvotes
Love in Space,CL,34800.0,,2011,,love in space,tt1856038,Love in Space,Quan qiu re lian,2011,100.0,"Comedy,Romance",tt1856038,5.5,302.0
The Son of No One,Anch.,30700.0,,2011,,the son of no one,tt1535612,The Son of No One,The Son of No One,2011,90.0,"Action,Crime,Drama",tt1535612,5.1,15743.0
Muran,UTV,30100.0,,2011,,muran,tt2053397,Muran,Muran,2011,103.0,"Action,Thriller",tt2053397,6.5,244.0
Tyrannosaur,Strand,22300.0,,2011,,tyrannosaur,tt1204340,Tyrannosaur,Tyrannosaur,2011,92.0,Drama,tt1204340,7.6,28454.0
Always Kabhi Kabhi,Eros,21400.0,,2011,,always kabhi kabhi,tt1937092,Always Kabhi Kabhi,Always Kabhi Kabhi,2011,126.0,"Comedy,Crime,Drama",tt1937092,4.3,1213.0
5 Days of War,Anch.,17500.0,,2011,,5 days of war,tt1486193,5 Days of War,5 Days of War,2011,113.0,"Action,Drama,War",tt1486193,5.6,13089.0
My Piece of the Pie,IFC,6900.0,,2011,,my piece of the pie,tt1641624,My Piece of the Pie,Ma part du gâteau,2011,109.0,"Comedy,Drama",tt1641624,5.8,1811.0
I Melt With You,Magn.,6400.0,,2011,,i melt with you,tt1691920,I Melt with You,I Melt with You,2011,122.0,Drama,tt1691920,6.0,5570.0
Knuckle,Vita.,2600.0,,2011,,knuckle,tt1606259,Knuckle,Knuckle,2011,97.0,"Biography,Documentary,Drama",tt1606259,6.8,2642.0
"Love, Wedding, Marriage",IFC,1900.0,,2011,,"love, wedding, marriage",tt1436559,"Love, Wedding, Marriage","Love, Wedding, Marriage",2011,90.0,Comedy,tt1436559,5.0,8652.0
Skyfall,Sony,304400000.0,804200000.0,2012,1108600000.0,skyfall,tt1074638,Skyfall,Skyfall,2012,143.0,"Action,Adventure,Thriller",tt1074638,7.8,592221.0
The Dark Knight Rises,WB,448100000.0,636800000.0,2012,1084900000.0,the dark knight rises,tt1345836,The Dark Knight Rises,The Dark Knight Rises,2012,164.0,"Action,Thriller",tt1345836,8.4,1387769.0
The Hobbit: An Unexpected Journey,WB (NL),303000000.0,718100000.0,2012,1021100000.0,the hobbit: an unexpected journey,tt0903624,The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey,2012,169.0,"Adventure,Family,Fantasy",tt0903624,7.9,719629.0
Ice Age: Continental Drift,Fox,161300000.0,715900000.0,2012,877200000.0,ice age: continental drift,tt1667889,Ice Age: Continental Drift,Ice Age: Continental Drift,2012,88.0,"Adventure,Animation,Comedy",tt1667889,6.6,175601.0
The Amazing Spider-Man,Sony,262000000.0,495900000.0,2012,757900000.0,the amazing spider-man,tt0948470,The Amazing Spider-Man,The Amazing Spider-Man,2012,136.0,"Action,Adventure,Sci-Fi",tt0948470,7.0,525632.0
Madagascar 3: Europe's Most Wanted,P/DW,216400000.0,530500000.0,2012,746900000.0,madagascar 3: europe's most wanted,tt1277953,Madagascar 3: Europe's Most Wanted,Madagascar 3: Europe's Most Wanted,2012,93.0,"Adventure,Animation,Comedy",tt1277953,6.8,146858.0
The Hunger Games,LGF,408000000.0,286400000.0,2012,694400000.0,the hunger games,tt1392170,The Hunger Games,The Hunger Games,2012,142.0,"Action,Adventure,Sci-Fi",tt1392170,7.2,795227.0
Life of Pi,Fox,125000000.0,484000000.0,2012,609000000.0,life of pi,tt0454876,Life of Pi,Life of Pi,2012,127.0,"Adventure,Drama,Fantasy",tt0454876,7.9,535836.0
Ted,Uni.,218800000.0,330600000.0,2012,549400000.0,ted,tt1637725,Ted,Ted,2012,106.0,"Comedy,Fantasy",tt1637725,6.9,538367.0
Brave,BV,237300000.0,303200000.0,2012,540500000.0,brave,tt1217209,Brave,Brave,2012,93.0,"Adventure,Animation,Comedy",tt1217209,7.1,338728.0
Wreck-It Ralph,BV,189400000.0,281800000.0,2012,471200000.0,wreck-it ralph,tt1772341,Wreck-It Ralph,Wreck-It Ralph,2012,101.0,"Adventure,Animation,Comedy",tt1772341,7.7,344496.0
Django Unchained,Wein.,162800000.0,262600000.0,2012,425400000.0,django unchained,tt1853728,Django Unchained,Django Unchained,2012,165.0,"Drama,Western",tt1853728,8.4,1211405.0
Prometheus,Fox,126500000.0,276900000.0,2012,403400000.0,prometheus,tt1446714,Prometheus,Prometheus,2012,124.0,"Adventure,Mystery,Sci-Fi",tt1446714,7.0,538720.0
Snow White and the Huntsman,Uni.,155300000.0,241300000.0,2012,396600000.0,snow white and the huntsman,tt1735898,Snow White and the Huntsman,Snow White and the Huntsman,2012,127.0,"Action,Adventure,Drama",tt1735898,6.1,258938.0
Taken 2,Fox,139900000.0,236300000.0,2012,376200000.0,taken 2,tt1397280,Taken 2,Taken 2,2012,92.0,"Action,Thriller",tt1397280,6.3,273106.0
Hotel Transylvania,Sony,148300000.0,210100000.0,2012,358400000.0,hotel transylvania,tt0837562,Hotel Transylvania,Hotel Transylvania,2012,91.0,"Animation,Comedy,Family",tt0837562,7.1,204571.0
Journey 2: The Mysterious Island,WB (NL),103900000.0,231400000.0,2012,335300000.0,journey 2: the mysterious island,tt1397514,Journey 2: The Mysterious Island,Journey 2: The Mysterious Island,2012,94.0,"Action,Adventure,Comedy",tt1397514,5.8,83507.0
The Expendables 2,LGF,85000000.0,229900000.0,2012,314900000.0,the expendables 2,tt1764651,The Expendables 2,The Expendables 2,2012,103.0,"Action,Adventure,Thriller",tt1764651,6.6,277584.0
Rise of the Guardians,P/DW,103400000.0,203500000.0,2012,306900000.0,rise of the guardians,tt1446192,Rise of the Guardians,Rise of the Guardians,2012,97.0,"Action,Adventure,Animation",tt1446192,7.3,145281.0
Wrath of the Titans,WB,83700000.0,221600000.0,2012,305300000.0,wrath of the titans,tt1646987,Wrath of the Titans,Wrath of the Titans,2012,99.0,"Action,Adventure,Fantasy",tt1646987,5.7,172330.0
Battleship,Uni.,65400000.0,237600000.0,2012,303000000.0,battleship,tt1440129,Battleship,Battleship,2012,131.0,"Action,Adventure,Sci-Fi",tt1440129,5.8,225342.0
John Carter,BV,73100000.0,211100000.0,2012,284200000.0,john carter,tt0401729,John Carter,John Carter,2012,132.0,"Action,Adventure,Sci-Fi",tt0401729,6.6,241792.0
The Bourne Legacy,Uni.,113200000.0,162900000.0,2012,276100000.0,the bourne legacy,tt1194173,The Bourne Legacy,The Bourne Legacy,2012,135.0,"Action,Adventure,Thriller",tt1194173,6.7,268678.0
Lincoln,BV,182200000.0,93100000.0,2012,275300000.0,lincoln,tt0443272,Lincoln,Lincoln,2012,150.0,"Biography,Drama,History",tt0443272,7.4,228701.0
Dark Shadows,WB,79700000.0,165800000.0,2012,245500000.0,dark shadows,tt1077368,Dark Shadows,Dark Shadows,2012,113.0,"Comedy,Fantasy,Horror",tt1077368,6.2,229818.0
Resident Evil: Retribution,SGem,42300000.0,197700000.0,2012,240000000.0,resident evil: retribution,tt1855325,Resident Evil: Retribution,Resident Evil: Retribution,2012,95.0,"Action,Horror,Sci-Fi",tt1855325,5.4,125191.0
Silver Linings Playbook,Wein.,132100000.0,104300000.0,2012,236400000.0,silver linings playbook,tt1045658,Silver Linings Playbook,Silver Linings Playbook,2012,122.0,"Comedy,Drama,Romance",tt1045658,7.7,621018.0
American Reunion,Uni.,57000000.0,178000000.0,2012,235000000.0,american reunion,tt1605630,American Reunion,American Reunion,2012,113.0,Comedy,tt1605630,6.7,192250.0
Argo,WB,136000000.0,96300000.0,2012,232300000.0,argo,tt1024648,Argo,Argo,2012,120.0,"Biography,Drama,Thriller",tt1024648,7.7,534683.0
Jack Reacher,Par.,80100000.0,138300000.0,2012,218400000.0,jack reacher,tt0790724,Jack Reacher,Jack Reacher,2012,130.0,"Action,Crime,Thriller",tt0790724,7.0,284547.0
Safe House,Uni.,126400000.0,81700000.0,2012,208100000.0,safe house,tt1599348,Safe House,Safe House,2012,115.0,"Action,Adventure,Crime",tt1599348,6.8,192655.0
21 Jump Street,Sony,138400000.0,63100000.0,2012,201500000.0,21 jump street,tt1232829,21 Jump Street,21 Jump Street,2012,109.0,"Action,Comedy,Crime",tt1232829,7.2,477771.0
The Vow,SGem,125000000.0,71100000.0,2012,196100000.0,the vow,tt1606389,The Vow,The Vow,2012,104.0,"Drama,Romance",tt1606389,6.8,173629.0
Mirror Mirror,Rela.,64900000.0,118100000.0,2012,183000000.0,mirror mirror,tt1667353,Mirror Mirror,Mirror Mirror,2012,106.0,"Adventure,Comedy,Drama",tt1667353,5.6,79510.0
The Impossible,LG/S,19000000.0,161300000.0,2012,180300000.0,the impossible,tt1649419,The Impossible,Lo imposible,2012,114.0,"Drama,History,Thriller",tt1649419,7.6,177762.0
The Dictator,Par.,59700000.0,119700000.0,2012,179400000.0,the dictator,tt1645170,The Dictator,The Dictator,2012,83.0,Comedy,tt1645170,6.4,250976.0
Looper,TriS,66500000.0,110000000.0,2012,176500000.0,looper,tt1276104,Looper,Looper,2012,113.0,"Action,Crime,Drama",tt1276104,7.4,500595.0
Magic Mike,WB,113700000.0,53500000.0,2012,167200000.0,magic mike,tt1915581,Magic Mike,Magic Mike,2012,110.0,"Comedy,Drama",tt1915581,6.1,123955.0
Flight,Par.,93800000.0,68000000.0,2012,161800000.0,flight,tt1907668,Flight,Flight,2012,138.0,"Drama,Thriller",tt1907668,7.3,303009.0
Underworld Awakening,SGem,62300000.0,97800000.0,2012,160100000.0,underworld awakening,tt1496025,Underworld Awakening,Underworld Awakening,2012,88.0,"Action,Fantasy,Horror",tt1496025,6.4,138350.0
This Means War,Fox,54800000.0,101700000.0,2012,156500000.0,this means war,tt1596350,This Means War,This Means War,2012,103.0,"Action,Comedy,Romance",tt1596350,6.3,167438.0
Paranormal Activity 4,Par.,53900000.0,88900000.0,2012,142800000.0,paranormal activity 4,tt2109184,Paranormal Activity 4,Paranormal Activity 4,2012,88.0,"Horror,Mystery,Thriller",tt2109184,4.6,58408.0
Step Up Revolution,LG/S,35100000.0,105400000.0,2012,140500000.0,step up revolution,tt1800741,Step Up Revolution,Step Up Revolution,2012,99.0,"Drama,Music,Romance",tt1800741,6.5,51295.0
Zero Dark Thirty,Sony,95700000.0,37100000.0,2012,132800000.0,zero dark thirty,tt1790885,Zero Dark Thirty,Zero Dark Thirty,2012,157.0,"Drama,Thriller",tt1790885,7.4,251072.0
Cloud Atlas,WB,27100000.0,103400000.0,2012,130500000.0,cloud atlas,tt1371111,Cloud Atlas,Cloud Atlas,2012,172.0,"Action,Drama,Mystery",tt1371111,7.4,326473.0
The Woman in Black,CBS,54300000.0,73400000.0,2012,127700000.0,the woman in black,tt1596365,The Woman in Black,The Woman in Black,2012,95.0,"Drama,Fantasy,Horror",tt1596365,6.4,165357.0
The Pirates! Band of Misfits,Sony,31100000.0,92000000.0,2012,123100000.0,the pirates! band of misfits,tt1430626,The Pirates! Band of Misfits,The Pirates! In an Adventure with Scientists!,2012,88.0,"Adventure,Animation,Comedy",tt1430626,6.7,41958.0
Parental Guidance,Fox,77300000.0,42500000.0,2012,119800000.0,parental guidance,tt1047540,Parental Guidance,Parental Guidance,2012,105.0,"Comedy,Family",tt1047540,6.1,23711.0
Abraham Lincoln: Vampire Hunter,Fox,37500000.0,79000000.0,2012,116500000.0,abraham lincoln: vampire hunter,tt1611224,Abraham Lincoln: Vampire Hunter,Abraham Lincoln: Vampire Hunter,2012,105.0,"Action,Fantasy,Horror",tt1611224,5.9,142853.0
Pitch Perfect,Uni.,65000000.0,50300000.0,2012,115300000.0,pitch perfect,tt1981677,Pitch Perfect,Pitch Perfect,2012,112.0,"Comedy,Music,Romance",tt1981677,7.2,256565.0
Hope Springs,Sony,63500000.0,50700000.0,2012,114200000.0,hope springs,tt1535438,Hope Springs,Hope Springs,2012,100.0,"Comedy,Drama,Romance",tt1535438,6.3,38667.0
ParaNorman,Focus,56000000.0,51100000.0,2012,107100000.0,paranorman,tt1623288,ParaNorman,ParaNorman,2012,92.0,"Adventure,Animation,Comedy",tt1623288,7.0,87250.0
The Campaign,WB,86900000.0,18000000.0,2012,104900000.0,the campaign,tt1790886,The Campaign,The Campaign,2012,85.0,Comedy,tt1790886,6.1,118678.0
Project X,WB,54700000.0,48000000.0,2012,102700000.0,project x,tt1636826,Project X,Project X,2012,88.0,Comedy,tt1636826,6.7,177782.0
The Devil Inside,Par.,53300000.0,48500000.0,2012,101800000.0,the devil inside,tt1560985,The Devil Inside,The Devil Inside,2012,83.0,Horror,tt1560985,4.2,33522.0
The Lucky One,WB,60500000.0,38900000.0,2012,99400000.0,the lucky one,tt1327194,The Lucky One,The Lucky One,2012,101.0,"Drama,Romance",tt1327194,6.5,94359.0
Contraband,Uni.,66500000.0,29700000.0,2012,96200000.0,contraband,tt1524137,Contraband,Contraband,2012,109.0,"Action,Crime,Drama",tt1524137,6.5,111709.0
Think Like a Man,SGem,91500000.0,4500000.0,2012,96000000.0,think like a man,tt1621045,Think Like a Man,Think Like a Man,2012,122.0,"Comedy,Romance",tt1621045,6.6,41043.0
This Is 40,Uni.,67500000.0,20500000.0,2012,88000000.0,this is 40,tt1758830,This Is 40,This Is 40,2012,134.0,"Comedy,Romance",tt1758830,6.2,118862.0
The Possession,LGF,49100000.0,36300000.0,2012,85400000.0,the possession,tt0431021,The Possession,The Possession,2012,92.0,"Horror,Mystery,Thriller",tt0431021,5.9,53649.0
What to Expect When You're Expecting,LGF,41200000.0,43200000.0,2012,84400000.0,what to expect when you're expecting,tt1586265,What to Expect When You're Expecting,What to Expect When You're Expecting,2012,110.0,"Comedy,Drama,Romance",tt1586265,5.7,65890.0
The Thieves,WGUSA,686000.0,82800000.0,2012,83486000.0,the thieves,tt2330866,The Thieves,Dodookdeul,2012,135.0,"Action,Comedy,Crime",tt2330866,6.8,8044.0
Frankenweenie,BV,35300000.0,46200000.0,2012,81500000.0,frankenweenie,tt1142977,Frankenweenie,Frankenweenie,2012,87.0,"Animation,Comedy,Family",tt1142977,7.0,89489.0
Act of Valor,Rela.,70000000.0,11300000.0,2012,81300000.0,act of valor,tt1591479,Act of Valor,Act of Valor,2012,110.0,"Action,Adventure,Drama",tt1591479,6.5,63787.0
Sinister,LG/S,48100000.0,29600000.0,2012,77700000.0,sinister,tt1922777,Sinister,Sinister,2012,110.0,"Horror,Mystery,Thriller",tt1922777,6.8,198345.0
Diary of a Wimpy Kid: Dog Days,Fox,49000000.0,28100000.0,2012,77100000.0,diary of a wimpy kid: dog days,tt2023453,Diary of a Wimpy Kid: Dog Days,Diary of a Wimpy Kid: Dog Days,2012,94.0,"Comedy,Family",tt2023453,6.3,19571.0
To Rome with Love,SPC,16700000.0,56600000.0,2012,73300000.0,to rome with love,tt1859650,To Rome with Love,To Rome with Love,2012,112.0,"Comedy,Music,Romance",tt1859650,6.3,79381.0
Here Comes the Boom,Sony,45300000.0,27800000.0,2012,73100000.0,here comes the boom,tt1648179,Here Comes the Boom,Here Comes the Boom,2012,105.0,"Action,Comedy,Sport",tt1648179,6.4,81761.0
Anna Karenina,Focus,12800000.0,56100000.0,2012,68900000.0,anna karenina,tt1781769,Anna Karenina,Anna Karenina,2012,129.0,"Drama,Romance",tt1781769,6.6,84668.0
The Watch,Fox,35400000.0,32900000.0,2012,68300000.0,the watch,tt1298649,The Watch,The Watch,2012,102.0,"Action,Comedy,Horror",tt1298649,5.7,115757.0
Moonrise Kingdom,Focus,45500000.0,22800000.0,2012,68300000.0,moonrise kingdom,tt1748122,Moonrise Kingdom,Moonrise Kingdom,2012,94.0,"Adventure,Comedy,Drama",tt1748122,7.8,291750.0
Rock of Ages,WB (NL),38500000.0,20900000.0,2012,59400000.0,rock of ages,tt1336608,Rock of Ages,Rock of Ages,2012,123.0,"Comedy,Drama,Musical",tt1336608,5.9,69910.0
That's My Boy,Sony,36900000.0,20800000.0,2012,57700000.0,that's my boy,tt1232200,That's My Boy,That's My Boy,2012,116.0,Comedy,tt1232200,5.6,83009.0
The Odd Life of Timothy Green,BV,51900000.0,4200000.0,2012,56100000.0,the odd life of timothy green,tt1462769,The Odd Life of Timothy Green,The Odd Life of Timothy Green,2012,105.0,"Comedy,Drama,Family",tt1462769,6.6,42770.0
The Three Stooges,Fox,44300000.0,10500000.0,2012,54800000.0,the three stooges,tt0383010,The Three Stooges,The Three Stooges,2012,92.0,"Comedy,Family",tt0383010,5.1,28570.0
The Five-Year Engagement,Uni.,28800000.0,25100000.0,2012,53900000.0,the five-year engagement,tt1195478,The Five-Year Engagement,The Five-Year Engagement,2012,124.0,"Comedy,Romance",tt1195478,6.2,88469.0
Lawless,Wein.,37400000.0,16300000.0,2012,53700000.0,lawless,tt1212450,Lawless,Lawless,2012,116.0,"Crime,Drama",tt1212450,7.3,214055.0
Red Tails,Fox,49900000.0,489000.0,2012,50389000.0,red tails,tt0485985,Red Tails,Red Tails,2012,125.0,"Action,Adventure,Drama",tt0485985,5.9,31815.0
Trouble with the Curve,WB,35800000.0,13200000.0,2012,49000000.0,trouble with the curve,tt2083383,Trouble with the Curve,Trouble with the Curve,2012,111.0,"Drama,Sport",tt2083383,6.8,56129.0
End of Watch,ORF,41000000.0,7100000.0,2012,48100000.0,end of watch,tt1855199,End of Watch,End of Watch,2012,109.0,"Action,Crime,Drama",tt1855199,7.6,211308.0
Man on a Ledge,LG/S,18600000.0,27600000.0,2012,46200000.0,man on a ledge,tt1568338,Man on a Ledge,Man on a Ledge,2012,102.0,"Action,Adventure,Crime",tt1568338,6.6,137507.0
House at the End of The Street,Rela.,31600000.0,12700000.0,2012,44300000.0,house at the end of the street,tt1582507,House at the End of the Street,House at the End of the Street,2012,101.0,"Drama,Horror,Thriller",tt1582507,5.6,66303.0
The Guilt Trip,Par.,37100000.0,4700000.0,2012,41800000.0,the guilt trip,tt1694020,The Guilt Trip,The Guilt Trip,2012,95.0,"Comedy,Drama",tt1694020,5.8,33702.0
A Werewolf Boy,CJ,343000.0,41300000.0,2012,41643000.0,a werewolf boy,tt2315152,A Werewolf Boy,Neuk-dae-so-nyeon,2012,122.0,"Fantasy,Romance",tt2315152,7.4,5657.0
Killing Them Softly,Wein.,15000000.0,22900000.0,2012,37900000.0,killing them softly,tt1764234,Killing Them Softly,Killing Them Softly,2012,97.0,"Crime,Thriller",tt1764234,6.2,124086.0
Chernobyl Diaries,WB,18100000.0,19000000.0,2012,37100000.0,chernobyl diaries,tt1991245,Chernobyl Diaries,Chernobyl Diaries,2012,86.0,"Horror,Mystery,Thriller",tt1991245,5.0,60304.0
One For the Money,LGF,26400000.0,10500000.0,2012,36900000.0,one for the money,tt1598828,One for the Money,One for the Money,2012,91.0,"Action,Comedy,Crime",tt1598828,5.3,38473.0
Dredd,LGF,13400000.0,22200000.0,2012,35600000.0,dredd,tt1343727,Dredd,Dredd,2012,95.0,"Action,Crime,Sci-Fi",tt1343727,7.1,234616.0
Arbitrage,RAtt.,7900000.0,27600000.0,2012,35500000.0,arbitrage,tt1764183,Arbitrage,Arbitrage,2012,107.0,"Drama,Thriller",tt1764183,6.6,46774.0
Chimpanzee,BV,29000000.0,5900000.0,2012,34900000.0,chimpanzee,tt1222815,Chimpanzee,Chimpanzee,2012,78.0,Documentary,tt1222815,7.2,5539.0
Alex Cross,LG/S,25900000.0,8700000.0,2012,34600000.0,alex cross,tt1712170,Alex Cross,Alex Cross,2012,101.0,"Action,Crime,Mystery",tt1712170,5.1,30951.0
Cirque Du Soleil: Worlds Away,Par.,12500000.0,21600000.0,2012,34100000.0,cirque du soleil: worlds away,tt1792647,Cirque du Soleil: Worlds Away,Cirque du Soleil: Worlds Away,2012,91.0,Fantasy,tt1792647,6.8,7643.0
The Perks of Being a Wallflower,LG/S,17700000.0,15600000.0,2012,33300000.0,the perks of being a wallflower,tt1659337,The Perks of Being a Wallflower,The Perks of Being a Wallflower,2012,103.0,Drama,tt1659337,8.0,422671.0
Katy Perry: Part of Me,Par.,25300000.0,7400000.0,2012,32700000.0,katy perry: part of me,tt2215719,Katy Perry: Part of Me,Katy Perry: Part of Me,2012,93.0,"Documentary,Music",tt2215719,5.9,13034.0
Lockout,FD,14300000.0,17900000.0,2012,32200000.0,lockout,tt1592525,Lockout,Lockout,2012,95.0,"Action,Sci-Fi,Thriller",tt1592525,6.1,89554.0
Joyful Noise,WB,30900000.0,226000.0,2012,31126000.0,joyful noise,tt1710396,Joyful Noise,Joyful Noise,2012,118.0,"Comedy,Drama,Music",tt1710396,5.8,7575.0
Premium Rush,Sony,20300000.0,10800000.0,2012,31100000.0,premium rush,tt1547234,Premium Rush,Premium Rush,2012,91.0,"Action,Crime,Thriller",tt1547234,6.5,105279.0
The Raven,Rela.,16000000.0,13600000.0,2012,29600000.0,the raven,tt1486192,The Raven,The Raven,2012,110.0,"Crime,Mystery,Thriller",tt1486192,6.4,79578.0
Rowdy Rathore,UTV,777000.0,28600000.0,2012,29377000.0,rowdy rathore,tt2077833,Rowdy Rathore,Rowdy Rathore,2012,140.0,Action,tt2077833,5.9,18953.0
Bol Bachchan,FIP,1200000.0,27600000.0,2012,28800000.0,bol bachchan,tt1728986,Bol Bachchan,Bol Bachchan,2012,155.0,"Action,Comedy,Drama",tt1728986,5.5,7359.0
The Master,Wein.,16399999.0,11900000.0,2012,28299999.0,the master,tt1560747,The Master,The Master,2012,138.0,Drama,tt1560747,7.1,131365.0
Rust and Bone,SPC,2100000.0,23700000.0,2012,25800000.0,rust and bone,tt2053425,Rust and Bone,De rouille et d'os,2012,120.0,"Drama,Romance",tt2053425,7.5,58887.0
Big Miracle,Uni.,20200000.0,4600000.0,2012,24800000.0,big miracle,tt1430615,Big Miracle,Big Miracle,2012,107.0,"Biography,Drama,Family",tt1430615,6.5,17585.0
Hitchcock,FoxS,6000000.0,17600000.0,2012,23600000.0,hitchcock,tt0975645,Hitchcock,Hitchcock,2012,98.0,"Biography,Comedy,Drama",tt0975645,6.8,68315.0
A Thousand Words,P/DW,18500000.0,3600000.0,2012,22100000.0,a thousand words,tt0763831,A Thousand Words,A Thousand Words,2012,91.0,"Comedy,Drama",tt0763831,5.9,36387.0
Wanderlust,Uni.,17500000.0,4200000.0,2012,21700000.0,wanderlust,tt1655460,Wanderlust,Wanderlust,2012,98.0,"Comedy,Romance",tt1655460,5.6,69081.0
Beasts of the Southern Wild,FoxS,12800000.0,8300000.0,2012,21100000.0,beasts of the southern wild,tt2125435,Beasts of the Southern Wild,Beasts of the Southern Wild,2012,93.0,"Adventure,Drama,Fantasy",tt2125435,7.3,77440.0
Amour,SPC,6700000.0,13100000.0,2012,19800000.0,amour,tt1602620,Amour,Amour,2012,127.0,"Drama,Romance",tt1602620,7.9,84960.0
The Man with the Iron Fists,Uni.,15600000.0,4099999.0,2012,19699999.0,the man with the iron fists,tt1258972,The Man with the Iron Fists,The Man with the Iron Fists,2012,95.0,Action,tt1258972,5.4,58185.0
Seven Psychopaths,CBS,15000000.0,4400000.0,2012,19400000.0,seven psychopaths,tt1931533,Seven Psychopaths,Seven Psychopaths,2012,110.0,"Comedy,Crime",tt1931533,7.2,223493.0
Gone,LG/S,11700000.0,6400000.0,2012,18100000.0,gone,tt1838544,Gone,Gone,2012,94.0,"Action,Adventure,Drama",tt1838544,5.9,39482.0
Gone,LG/S,11700000.0,6400000.0,2012,18100000.0,gone,tt2230954,Gone,Gone,2012,50.0,Drama,tt2230954,6.6,7.0
The Cold Light of Day,LG/S,3800000.0,13100000.0,2012,16900000.0,the cold light of day,tt1366365,The Cold Light of Day,The Cold Light of Day,2012,93.0,"Action,Thriller",tt1366365,4.9,33039.0
Hit and Run,ORF,13700000.0,704000.0,2012,14404000.0,hit and run,tt2097307,Hit and Run,Hit and Run,2012,100.0,"Action,Comedy",tt2097307,6.1,32414.0
The Words,CBS,11500000.0,1700000.0,2012,13200000.0,the words,tt1840417,The Words,The Words,2012,102.0,"Drama,Mystery,Romance",tt1840417,7.1,70308.0
Playing for Keeps,FD,13100000.0,,2012,,playing for keeps,tt1540128,Playing for Keeps,Playing for Keeps,2012,105.0,"Comedy,Romance,Sport",tt1540128,5.7,27389.0
People Like Us,BV,12400000.0,,2012,,people like us,tt1716777,People Like Us,People Like Us,2012,114.0,"Comedy,Drama",tt1716777,7.1,39618.0
Bachelorette,RTWC,448000.0,11500000.0,2012,11948000.0,bachelorette,tt1920849,Bachelorette,Bachelorette,2012,87.0,"Comedy,Romance",tt1920849,5.3,43131.0
Fun Size,Par.,9400000.0,2000000.0,2012,11400000.0,fun size,tt1663143,Fun Size,Fun Size,2012,86.0,"Adventure,Comedy",tt1663143,5.4,12926.0
Seeking a Friend for the End of the World,Focus,7100000.0,2600000.0,2012,9700000.0,seeking a friend for the end of the world,tt1307068,Seeking a Friend for the End of the World,Seeking a Friend for the End of the World,2012,101.0,"Adventure,Comedy,Drama",tt1307068,6.7,102047.0
The Apparition,WB,4900000.0,4700000.0,2012,9600000.0,the apparition,tt1433822,The Apparition,The Apparition,2012,83.0,"Horror,Thriller",tt1433822,4.1,18112.0
The Sessions,FoxS,6000000.0,3100000.0,2012,9100000.0,the sessions,tt1866249,The Sessions,The Sessions,2012,95.0,"Biography,Comedy,Drama",tt1866249,7.2,39731.0
Ruby Sparks,FoxS,2500000.0,6600000.0,2012,9100000.0,ruby sparks,tt1839492,Ruby Sparks,Ruby Sparks,2012,104.0,"Comedy,Drama,Fantasy",tt1839492,7.2,90963.0
Hyde Park on Hudson,Focus,6400000.0,2500000.0,2012,8900000.0,hyde park on hudson,tt1477855,Hyde Park on Hudson,Hyde Park on Hudson,2012,94.0,"Biography,Comedy,Drama",tt1477855,5.9,10726.0
On the Road,IFC,744000.0,8000000.0,2012,8744000.0,on the road,tt0337692,On the Road,On the Road,2012,124.0,"Adventure,Drama,Romance",tt0337692,6.1,37886.0
Piranha 3DD,W/Dim.,377000.0,8100000.0,2012,8477000.0,piranha 3dd,tt1714203,Piranha 3DD,Piranha 3DD,2012,83.0,"Comedy,Horror",tt1714203,3.7,37088.0
Bel Ami,Magn.,120000.0,8199999.0,2012,8319999.0,bel ami,tt1440732,Bel Ami,Bel Ami,2012,102.0,"Drama,History,Romance",tt1440732,5.4,17055.0
Iron Sky,EOne,122000.0,8000000.0,2012,8122000.0,iron sky,tt1034314,Iron Sky,Iron Sky,2012,93.0,"Action,Comedy,Sci-Fi",tt1034314,5.9,87609.0
Casa De Mi Padre,LGF,5900000.0,2100000.0,2012,8000000.0,casa de mi padre,tt1702425,Casa de mi Padre,Casa de mi Padre,2012,84.0,"Comedy,Western",tt1702425,5.5,19170.0
Heroine,UTV,599000.0,7400000.0,2012,7999000.0,heroine,tt1949548,Heroine,Heroine,2012,149.0,Drama,tt1949548,5.1,3685.0
A Royal Affair,Magn.,1500000.0,6000000.0,2012,7500000.0,a royal affair,tt1276419,A Royal Affair,En kongelig affære,2012,137.0,"Biography,Drama,History",tt1276419,7.6,40993.0
The Collection,LD,6800000.0,,2012,,the collection,tt1748227,The Collection,The Collection,2012,82.0,"Action,Horror,Thriller",tt1748227,6.1,42256.0
Cosmopolis,EOne,764000.0,5300000.0,2012,6064000.0,cosmopolis,tt1480656,Cosmopolis,Cosmopolis,2012,109.0,"Drama,Fantasy",tt1480656,5.0,41897.0
Chasing Mavericks,Fox,6000000.0,600.0,2012,6000600.0,chasing mavericks,tt1629757,Chasing Mavericks,Chasing Mavericks,2012,116.0,"Biography,Drama,Sport",tt1629757,7.2,28994.0
Won't Back Down,Fox,5300000.0,,2012,,won't back down,tt1870529,Won't Back Down,Won't Back Down,2012,121.0,Drama,tt1870529,6.4,5915.0
The Tall Man,Imag.,,5200000.0,2012,,the tall man,tt1658837,The Tall Man,The Tall Man,2012,106.0,"Crime,Drama,Horror",tt1658837,5.9,36331.0
